Organize,Month,P5,P25,P50,P75,P95
1,156,34.3,40.3,45.7,52.6,67.1
1,157,34.6,40.6,46.0,53.0,67.6
1,158,34.9,40.9,46.3,53.4,68.0
1,159,35.2,41.2,46.6,53.7,68.5
1,160,35.5,41.5,46.9,54.0,68.9
1,161,35.7,41.7,47.2,54.4,69.3
1,162,36.0,42.0,47.5,54.7,69.8
1,163,36.3,42.3,47.8,55.0,70.2
1,164,36.6,42.6,48.1,55.3,70.6
1,165,36.8,42.9,48.4,55.6,70.9
1,166,37.1,43.1,48.7,55.9,71.3
1,167,37.4,43.4,49.0,56.2,71.7
1,168,37.7,43.7,49.2,56.5,72.0
1,169,37.9,43.9,49.5,56.8,72.4
1,170,38.2,44.2,49.7,57.0,72.7
1,171,38.4,44.4,50.0,57.3,73.1
1,172,38.7,44.7,50.2,57.5,73.4
1,173,38.9,44.9,50.5,57.8,73.7
1,174,39.2,45.2,50.7,58.0,74.0
1,175,39.4,45.4,50.9,58.2,74.3
1,176,39.7,45.6,51.1,58.5,74.6
1,177,39.9,45.8,51.4,58.7,74.8
1,178,40.1,46.0,51.6,58.9,75.1
1,179,40.3,46.3,51.8,59.1,75.3
1,180,40.6,46.5,51.9,59.3,75.6
1,181,40.8,46.7,52.1,59.4,75.8
1,182,41.0,46.8,52.3,59.6,76.1
1,183,41.2,47.0,52.5,59.8,76.3
1,184,41.4,47.2,52.7,60.0,76.5
1,185,41.6,47.4,52.8,60.1,76.7
1,186,41.8,47.6,53.0,60.3,76.9
1,187,42.0,47.7,53.1,60.4,77.1
1,188,42.1,47.9,53.3,60.5,77.2
1,189,42.3,48.0,53.4,60.7,77.4
1,190,42.5,48.2,53.6,60.8,77.6
1,191,42.6,48.3,53.7,60.9,77.7
1,192,42.8,48.5,53.8,61.0,77.9
1,193,43.0,48.6,53.9,61.2,78.1
1,194,43.1,48.8,54.1,61.3,78.2
1,195,43.3,48.9,54.2,61.4,78.3
1,196,43.4,49.0,54.3,61.5,78.5
1,197,43.5,49.1,54.4,61.6,78.6
1,198,43.7,49.2,54.5,61.7,78.7
1,199,43.8,49.4,54.6,61.8,78.8
1,200,43.9,49.5,54.7,61.9,79.0
1,201,44.0,49.6,54.8,62.0,79.1
1,202,44.1,49.7,54.9,62.1,79.2
1,203,44.2,49.8,55.0,62.1,79.3
1,204,44.3,49.9,55.1,62.2,79.4
1,205,44.4,50.0,55.2,62.3,79.5
1,206,44.5,50.1,55.3,62.4,79.6
1,207,44.6,50.1,55.4,62.5,79.7
1,208,44.7,50.2,55.4,62.6,79.8
1,209,44.8,50.3,55.5,62.7,79.9
1,210,44.9,50.4,55.6,62.8,80.0
1,211,45.0,50.5,55.7,62.9,80.1
1,212,45.0,50.6,55.8,63.0,80.2
1,213,45.1,50.6,55.9,63.1,80.3
1,214,45.2,50.7,56.0,63.1,80.4
1,215,45.2,50.8,56.1,63.2,80.5
1,216,45.3,50.9,56.1,63.3,80.6
1,217,45.4,51.0,56.2,63.4,80.8
1,218,45.4,51.0,56.3,63.5,80.9
1,219,45.5,51.1,56.4,63.7,81.0
1,220,45.5,51.2,56.5,63.8,81.1
1,221,45.6,51.3,56.6,63.9,81.2
1,222,45.6,51.3,56.7,64.0,81.3
1,223,45.7,51.4,56.8,64.1,81.4
1,224,45.7,51.5,56.9,64.2,81.5
1,225,45.8,51.6,57.0,64.3,81.6
1,226,45.8,51.6,57.1,64.4,81.7
1,227,45.9,51.7,57.2,64.5,81.8
1,228,45.9,51.8,57.3,64.7,81.9
1,229,46.0,51.8,57.4,64.8,82.0
1,230,46.0,51.9,57.4,64.9,82.1
1,231,46.1,52.0,57.5,65.0,82.2
1,232,46.1,52.1,57.6,65.1,82.3
1,233,46.1,52.1,57.7,65.2,82.4
1,234,46.2,52.2,57.8,65.3,82.5
1,235,46.2,52.2,57.9,65.4,82.6
1,236,46.2,52.3,58.0,65.5,82.7
1,237,46.2,52.3,58.0,65.6,82.7
1,238,46.3,52.4,58.1,65.7,82.8
1,239,46.3,52.4,58.2,65.8,82.9
1,240,46.3,52.5,58.2,65.8,82.9
2,0,2.9,3.1,3.3,3.6,3.8
2,1,3.7,4,4.3,4.6,4.9
2,2,4.7,5,5.4,5.8,6.2
2,3,5.4,5.8,6.2,6.7,7.2
2,4,6,6.4,6.9,7.4,7.9
2,5,6.4,6.9,7.4,7.9,8.5
2,6,6.8,7.2,7.8,8.4,9
2,7,7.1,7.6,8.1,8.8,9.4
2,8,7.4,7.9,8.4,9.1,9.7
2,9,7.6,8.1,8.7,9.4,10
2,10,7.8,8.3,9,9.6,10.3
2,11,8,8.6,9.2,9.9,10.6
2,12,8.2,8.8,9.4,10.1,10.9
2,13,8.4,9,9.6,10.4,11.1
2,14,8.6,9.2,9.8,10.6,11.3
2,15,8.8,9.3,10,10.8,11.6
2,16,9,9.5,10.3,11,11.8
2,17,9.1,9.7,10.5,11.3,12.1
2,18,9.3,9.9,10.7,11.5,12.3
2,19,9.5,10.1,10.9,11.7,12.6
2,20,9.7,10.3,11.1,12,12.8
2,21,9.9,10.5,11.3,12.2,13.1
2,22,10.1,10.7,11.5,12.4,13.3
2,23,10.3,10.9,11.7,12.6,13.6
2,24,10.4,11.1,11.9,12.9,13.8
2,27,10.9,11.6,12.5,13.5,14.4
2,30,11.4,12.1,13,14.1,15.1
2,33,11.8,12.6,13.6,14.6,15.7
2,36,12.3,13.1,14.1,15.3,16.4
2,39,12.7,13.6,14.7,15.9,17.1
2,42,13.2,14.1,15.2,16.4,17.7
2,45,13.6,14.5,15.7,17,18.3
2,48,14,15,16.2,17.6,18.9
2,51,14.4,15.4,16.7,18.1,19.6
2,54,14.8,15.9,17.2,18.7,20.2
2,57,15.3,16.4,17.8,19.3,20.9
2,60,15.8,16.9,18.4,20,21.6
2,63,16.2,17.5,19,20.7,22.4
2,66,16.7,18,19.6,21.4,23.2
2,69,17.1,18.5,20.2,22,23.9
2,72,17.6,19,20.7,22.7,24.7
2,75,18,19.5,21.3,23.3,25.4
2,78,18.4,19.9,21.8,24,26.1
2,81,18.8,20.4,22.4,24.6,26.8
