Organize,Month,P5,P25,P50,P75,P95
0,48,13.3,15,16.3,17.8,20.2
0,49,13.4,15.2,16.5,18,20.4
0,50,13.5,15.3,16.7,18.2,20.7
0,51,13.7,15.4,16.8,18.4,20.9
0,52,13.8,15.6,17,18.6,21.1
0,53,13.9,15.7,17.2,18.8,21.4
0,54,14,15.9,17.3,19,21.6
0,55,14.1,16,17.5,19.2,21.8
0,56,14.3,16.2,17.7,19.3,22.1
0,57,14.4,16.3,17.8,19.5,22.3
0,58,14.5,16.5,18,19.7,22.5
0,59,14.6,16.6,18.2,19.9,22.8
0,60,14.7,16.7,18.3,20.1,23
1,0,2.5,3.2,3.5,3.9,4.3
1,1,3.0,3.6,4.0,4.4,4.9
1,2,3.8,4.4,4.9,5.3,6.0
1,3,4.5,5.2,5.7,6.2,6.9
1,4,5.2,5.9,6.4,6.9,7.8
1,5,5.7,6.5,7.0,7.6,8.6
1,6,6.3,7.0,7.6,8.3,9.3
1,7,6.7,7.5,8.2,8.8,9.9
1,8,7.2,8.0,8.6,9.3,10.5
1,9,7.6,8.4,9.1,9.8,11.0
1,10,7.9,8.8,9.5,10.2,11.4
1,11,8.2,9.1,9.8,10.6,11.8
1,12,8.5,9.4,10.2,11.0,12.2
1,13,8.8,9.7,10.5,11.3,12.6
1,14,9.0,10.0,10.7,11.6,12.9
1,15,9.2,10.2,11.0,11.8,13.2
1,16,9.4,10.4,11.2,12.1,13.4
1,17,9.6,10.6,11.4,12.3,13.7
1,18,9.7,10.8,11.6,12.5,13.9
1,19,9.9,11.0,11.8,12.7,14.1
1,20,10.1,11.1,12.0,12.9,14.3
1,21,10.2,11.3,12.1,13.1,14.5
1,22,10.3,11.4,12.3,13.2,14.7
1,23,10.5,11.6,12.5,13.4,14.9
1,24,10.6,11.7,12.6,13.6,15.1
1,25,10.7,11.9,12.7,13.7,15.3
1,26,10.8,12.0,12.9,13.9,15.5
1,27,10.9,12.1,13.0,14.0,15.6
1,28,11.1,12.2,13.2,14.2,15.8
1,29,11.2,12.4,13.3,14.3,16.0
1,30,11.3,12.5,13.4,14.5,16.2
1,31,11.4,12.6,13.6,14.6,16.3
1,32,11.5,12.7,13.7,14.8,16.5
1,33,11.6,12.9,13.8,14.9,16.7
1,34,11.7,13.0,14.0,15.1,16.9
1,35,11.9,13.1,14.1,15.2,17.1
1,36,12.0,13.2,14.3,15.4,17.3
1,37,12.1,13.4,14.4,15.6,17.5
1,38,12.2,13.5,14.5,15.7,17.7
1,39,12.3,13.6,14.7,15.9,17.9
1,40,12.5,13.8,14.9,16.1,18.1
1,41,12.6,13.9,15.0,16.2,18.4
1,42,12.7,14.1,15.2,16.4,18.6
1,43,12.8,14.2,15.3,16.6,18.8
1,44,13.0,14.3,15.5,16.8,19.1
1,45,13.1,14.5,15.6,17.0,19.3
1,46,13.2,14.6,15.8,17.2,19.5
1,47,13.3,14.8,16.0,17.4,19.8
1,48,13.5,14.9,16.1,17.6,20.0
1,49,13.6,15.1,16.3,17.7,20.3
1,50,13.7,15.2,16.5,17.9,20.5
1,51,13.9,15.4,16.7,18.1,20.8
1,52,14.0,15.6,16.8,18.4,21.1
1,53,14.1,15.7,17.0,18.6,21.3
1,54,14.3,15.9,17.2,18.8,21.6
1,55,14.4,16.0,17.4,19.0,21.9
1,56,14.5,16.2,17.6,19.2,22.1
1,57,14.7,16.3,17.7,19.4,22.4
1,58,14.8,16.5,17.9,19.6,22.7
1,59,15.0,16.7,18.1,19.8,22.9
1,60,15.1,16.8,18.3,20.0,23.2
1,61,15.2,17.0,18.5,20.3,23.5
1,62,15.4,17.2,18.7,20.5,23.8
1,63,15.5,17.3,18.9,20.7,24.1
1,64,15.7,17.5,19.1,20.9,24.4
1,65,15.8,17.7,19.2,21.1,24.7
1,66,15.9,17.8,19.4,21.4,24.9
1,67,16.1,18.0,19.6,21.6,25.2
1,68,16.2,18.2,19.8,21.8,25.5
1,69,16.4,18.3,20.0,22.0,25.8
1,70,16.5,18.5,20.2,22.3,26.1
1,71,16.6,18.7,20.4,22.5,26.4
1,72,16.8,18.8,20.6,22.7,26.7
1,73,16.9,19.0,20.8,22.9,27.0
1,74,17.1,19.2,21.0,23.2,27.3
1,75,17.2,19.3,21.2,23.4,27.7
1,76,17.4,19.5,21.4,23.6,28.0
1,77,17.5,19.7,21.6,23.9,28.3
1,78,17.7,19.9,21.8,24.1,28.6
1,79,17.8,20.0,22.0,24.3,28.9
1,80,18.0,20.2,22.2,24.6,29.2
1,81,18.1,20.4,22.4,24.8,29.6
1,82,18.3,20.6,22.6,25.0,29.9
1,83,18.4,20.7,22.8,25.3,30.2
1,84,18.6,20.9,23.0,25.5,30.6
1,85,18.7,21.1,23.2,25.8,30.9
1,86,18.9,21.3,23.4,26.0,31.2
1,87,19.1,21.5,23.6,26.2,31.6
1,88,19.2,21.6,23.8,26.5,31.9
1,89,19.4,21.8,24.0,26.7,32.3
1,90,19.5,22.0,24.2,27.0,32.7
1,91,19.7,22.2,24.4,27.3,33.0
1,92,19.8,22.4,24.6,27.5,33.4
1,93,20.0,22.6,24.9,27.8,33.8
1,94,20.2,22.8,25.1,28.0,34.1
1,95,20.3,23.0,25.3,28.3,34.5
1,96,20.5,23.1,25.5,28.6,34.9
1,97,20.7,23.3,25.8,28.8,35.3
1,98,20.8,23.5,26.0,29.1,35.7
1,99,21.0,23.7,26.2,29.4,36.1
1,100,21.2,23.9,26.4,29.7,36.5
1,101,21.3,24.1,26.7,30.0,36.9
1,102,21.5,24.3,26.9,30.3,37.3
1,103,21.7,24.5,27.2,30.6,37.7
1,104,21.8,24.8,27.4,30.9,38.2
1,105,22.0,25.0,27.7,31.2,38.6
1,106,22.2,25.2,27.9,31.5,39.0
1,107,22.4,25.4,28.2,31.8,39.5
1,108,22.5,25.6,28.4,32.1,39.9
1,109,22.7,25.8,28.7,32.4,40.4
1,110,22.9,26.1,28.9,32.7,40.8
1,111,23.1,26.3,29.2,33.0,41.3
1,112,23.2,26.5,29.5,33.4,41.7
1,113,23.4,26.7,29.8,33.7,42.2
1,114,23.6,27.0,30.0,34.1,42.7
1,115,23.8,27.2,30.3,34.4,43.2
1,116,24.0,27.4,30.6,34.7,43.7
1,117,24.2,27.7,30.9,35.1,44.1
1,118,24.4,27.9,31.2,35.5,44.6
1,119,24.6,28.2,31.5,35.8,45.1
1,120,24.7,28.4,31.8,36.2,45.6
1,121,24.9,28.7,32.1,36.6,46.2
1,122,25.1,28.9,32.4,36.9,46.7
1,123,25.3,29.2,32.7,37.3,47.2
1,124,25.5,29.4,33.0,37.7,47.7
1,125,25.8,29.7,33.3,38.1,48.2
1,126,26.0,30.0,33.7,38.5,48.8
1,127,26.2,30.3,34.0,38.9,49.3
1,128,26.4,30.5,34.3,39.3,49.8
1,129,26.6,30.8,34.7,39.7,50.4
1,130,26.8,31.1,35.0,40.1,50.9
1,131,27.0,31.4,35.4,40.5,51.5
1,132,27.3,31.7,35.7,41.0,52.0
1,133,27.5,32.0,36.1,41.4,52.6
1,134,27.7,32.3,36.4,41.8,53.1
1,135,28.0,32.6,36.8,42.3,53.7
1,136,28.2,32.9,37.2,42.7,54.2
1,137,28.5,33.2,37.5,43.1,54.8
1,138,28.7,33.5,37.9,43.6,55.3
1,139,29.0,33.8,38.3,44.0,55.9
1,140,29.2,34.2,38.7,44.5,56.5
1,141,29.5,34.5,39.1,44.9,57.0
1,142,29.7,34.8,39.5,45.4,57.6
1,143,30.0,35.2,39.9,45.9,58.2
1,144,30.3,35.5,40.3,46.3,58.7
1,145,30.6,35.9,40.7,46.8,59.3
1,146,30.8,36.2,41.1,47.3,59.9
1,147,31.1,36.6,41.5,47.8,60.4
1,148,31.4,36.9,41.9,48.2,61.0
1,149,31.7,37.3,42.3,48.7,61.6
1,150,32.0,37.7,42.8,49.2,62.1
1,151,32.3,38.0,43.2,49.7,62.7
1,152,32.6,38.4,43.6,50.2,63.3
1,153,32.9,38.8,44.1,50.7,63.8
1,154,33.2,39.2,44.5,51.2,64.4
1,155,33.6,39.6,44.9,51.7,65.0
1,156,33.9,40.0,45.4,52.2,65.5
1,157,34.2,40.4,45.8,52.7,66.1
1,158,34.6,40.8,46.3,53.2,66.7
1,159,34.9,41.2,46.7,53.6,67.2
1,160,35.2,41.6,47.2,54.1,67.8
1,161,35.6,42.0,47.6,54.6,68.3
1,162,35.9,42.4,48.1,55.1,68.9
1,163,36.3,42.8,48.5,55.6,69.4
1,164,36.6,43.2,49.0,56.1,70.0
1,165,37.0,43.6,49.4,56.6,70.5
1,166,37.4,44.0,49.9,57.1,71.1
1,167,37.7,44.4,50.3,57.6,71.6
1,168,38.1,44.9,50.8,58.1,72.2
1,169,38.5,45.3,51.2,58.6,72.7
1,170,38.8,45.7,51.7,59.1,73.2
1,171,39.2,46.1,52.1,59.6,73.7
1,172,39.6,46.5,52.6,60.0,74.3
1,173,40.0,46.9,53.0,60.5,74.8
1,174,40.4,47.4,53.5,61.0,75.3
1,175,40.7,47.8,53.9,61.5,75.8
1,176,41.1,48.2,54.4,61.9,76.3
1,177,41.5,48.6,54.8,62.4,76.8
1,178,41.9,49.0,55.2,62.8,77.3
1,179,42.3,49.4,55.6,63.3,77.8
1,180,42.6,49.8,56.1,63.8,78.3
1,181,43.0,50.2,56.5,64.2,78.8
1,182,43.4,50.6,56.9,64.6,79.3
1,183,43.8,51.0,57.3,65.1,79.8
1,184,44.1,51.4,57.7,65.5,80.3
1,185,44.5,51.8,58.1,65.9,80.7
1,186,44.9,52.2,58.5,66.3,81.2
1,187,45.2,52.5,58.9,66.7,81.7
1,188,45.6,52.9,59.3,67.1,82.1
1,189,45.9,53.3,59.7,67.5,82.6
1,190,46.3,53.6,60.0,67.9,83.0
1,191,46.6,54.0,60.4,68.3,83.4
1,192,47.0,54.3,60.7,68.7,83.9
1,193,47.3,54.7,61.1,69.0,84.3
1,194,47.6,55.0,61.4,69.4,84.7
1,195,48.0,55.3,61.8,69.7,85.1
1,196,48.3,55.6,62.1,70.1,85.5
1,197,48.6,56.0,62.4,70.4,85.9
1,198,48.9,56.3,62.7,70.7,86.3
1,199,49.2,56.6,63.0,71.1,86.7
1,200,49.5,56.8,63.3,71.4,87.1
1,201,49.8,57.1,63.6,71.7,87.4
1,202,50.0,57.4,63.9,72.0,87.8
1,203,50.3,57.7,64.2,72.3,88.1
1,204,50.6,57.9,64.4,72.5,88.5
1,205,50.8,58.2,64.7,72.8,88.8
1,206,51.1,58.4,65.0,73.1,89.1
1,207,51.3,58.7,65.2,73.3,89.4
1,208,51.5,58.9,65.4,73.6,89.7
1,209,51.7,59.1,65.7,73.8,90.0
1,210,51.9,59.3,65.9,74.1,90.3
1,211,52.1,59.6,66.1,74.3,90.6
1,212,52.3,59.8,66.3,74.5,90.9
1,213,52.5,60.0,66.5,74.8,91.1
1,214,52.7,60.1,66.7,75.0,91.4
1,215,52.9,60.3,66.9,75.2,91.6
1,216,53.1,60.5,67.1,75.4,91.8
1,217,53.2,60.7,67.3,75.6,92.0
1,218,53.4,60.9,67.5,75.8,92.3
1,219,53.5,61.0,67.6,75.9,92.5
1,220,53.7,61.2,67.8,76.1,92.7
1,221,53.8,61.3,68.0,76.3,92.8
1,222,54.0,61.5,68.1,76.5,93.0
1,223,54.1,61.6,68.3,76.6,93.2
1,224,54.2,61.8,68.5,76.8,93.3
1,225,54.3,61.9,68.6,77.0,93.5
1,226,54.5,62.1,68.8,77.1,93.6
1,227,54.6,62.2,68.9,77.3,93.8
1,228,54.7,62.3,69.1,77.4,93.9
1,229,54.8,62.5,69.2,77.6,94.1
1,230,54.9,62.6,69.3,77.7,94.2
1,231,55.0,62.7,69.5,77.9,94.3
1,232,55.1,62.8,69.6,78.0,94.4
1,233,55.2,62.9,69.7,78.2,94.6
1,234,55.3,63.1,69.9,78.3,94.7
1,235,55.4,63.2,70.0,78.4,94.8
1,236,55.4,63.3,70.1,78.6,95.0
1,237,55.5,63.4,70.2,78.7,95.1
1,238,55.6,63.5,70.4,78.9,95.3
1,239,55.6,63.5,70.5,79.0,95.4
1,240,55.6,63.6,70.6,79.1,95.6
2,0,3,3.2,3.5,3.7,4
2,1,3.9,4.2,4.6,4.9,5.2
2,2,5,5.4,5.8,6.2,6.7
2,3,5.9,6.3,6.8,7.3,7.8
2,4,6.5,7,7.5,8.1,8.6
2,5,7,7.5,8,8.6,9.2
2,6,7.4,7.9,8.4,9.1,9.7
2,7,7.7,8.2,8.8,9.5,10.1
2,8,8,8.5,9.1,9.8,10.4
2,9,8.2,8.7,9.4,10.1,10.8
2,10,8.4,9,9.6,10.3,11
2,11,8.6,9.2,9.8,10.6,11.3
2,12,8.8,9.4,10.1,10.8,11.5
2,13,9,9.6,10.3,11,11.7
2,14,9.2,9.7,10.5,11.2,12
2,15,9.3,9.9,10.7,11.4,12.2
2,16,9.5,10.1,10.9,11.7,12.4
2,17,9.7,10.3,11.1,11.9,12.7
2,18,9.9,10.5,11.3,12.1,12.9
2,19,10.1,10.7,11.5,12.3,13.2
2,20,10.3,10.9,11.7,12.6,13.4
2,21,10.5,11.1,11.9,12.8,13.7
2,22,10.6,11.3,12.2,13,13.9
2,23,10.8,11.5,12.4,13.3,14.2
2,24,11,11.7,12.6,13.5,14.4
2,27,11.5,12.2,13.1,14.1,15.1
2,30,12,12.7,13.7,14.7,15.7
2,33,12.4,13.2,14.2,15.2,16.3
2,36,12.8,13.6,14.6,15.8,16.9
2,39,13.2,14.1,15.2,16.3,17.5
2,42,13.7,14.6,15.7,16.9,18.1
2,45,14.1,15.1,16.2,17.5,18.7
2,48,14.5,15.5,16.7,18.1,19.4
2,51,15,16,17.3,18.7,20.1
2,54,15.4,16.5,17.9,19.3,20.8
2,57,15.9,17.1,18.4,20,21.6
2,60,16.4,17.6,19.1,20.7,22.4
2,63,16.9,18.1,19.7,21.4,23.2
2,66,17.4,18.7,20.3,22.2,24
2,69,17.9,19.3,21,22.9,24.8
2,72,18.3,19.8,21.6,23.6,25.7
2,75,18.8,20.3,22.2,24.3,26.5
2,78,19.2,20.8,22.8,25,27.3
2,81,19.7,21.3,23.4,25.7,28
